1001,大鵬華城,28
1002,汐止火車站,44
1003,汐止區公所,46
1004,國泰綜合醫院,48
1006,捷運大坪林站(5號出口),78
1007,汐科火車站(北),26
1008,興華公園,40
1009,三重國民運動中心,68
1010,捷運三重站(3號出口),24
1011,樟樹國小,40
1012,金龍國小,42
1013,白雲國小,16
1014,東勢宜興活動中心,30
1015,後港公園,34
1016,福營行政中心,34
1017,西盛公園,36
1018,忠誠里(北新路2段97巷),20
1019,仁愛廣場,50
1020,重陽國小,36
1021,明志國中,50
1022,三重商工,64
1023,捷運新莊站(1號出口),58
1024,原興廣場,52
1025,文化白雲公園,68
1026,秀山國小,62
1027,捷運永安市場站,50
1029,仁愛公園,60
1030,中和公園,44
1031,金龍公園,44
1032,重陽公園,50
