111.09.17,花胡瓜,宜蘭市,70.0,1450.0
111.09.17,冬瓜-白皮,宜蘭市,10.0,4350.0
111.09.17,苦瓜-白大米,宜蘭市,45.0,1750.0
111.09.17,甜椒-青椒,宜蘭市,50.0,1850.0
111.09.17,青花苔-進口,宜蘭市,70.0,3750.0
111.09.17,百香果-改良種,桃農,38.2,622.0
111.09.17,小番茄-聖女,桃農,60.0,24.0
111.09.17,火龍果-白肉,桃農,23.6,445.0
111.09.17,香蕉-其他,桃農,19.4,395.0
111.09.17,香蕉-芭蕉紅芭蕉,桃農,20.0,19.0
111.09.17,雜柑-檸檬,桃農,7.5,32.0
111.09.17,黃秋葵,桃農,114.0,154.0
111.09.17,苦瓜-翠綠,桃農,35.7,70.0
111.09.17,茄子-麻荸茄,桃農,34.0,2277.0
111.09.17,甜椒-新香,桃農,39.0,12.0
111.09.17,敏豆-醜豆,桃農,140.0,45.0
111.09.17,藍莓-進口藍莓,台中市,250.0,3180.0
111.09.17,百香果-改良種,台中市,45.5,16108.0
111.09.17,小番茄-玉女,台中市,160.0,30.0
111.09.17,榴槤-進口,台中市,125.0,2540.0
111.09.17,香蕉-越旦,台中市,14.7,566.0
111.09.17,鳳梨-金鑽鳳梨,台中市,17.4,27116.0
111.09.17,椪柑-進口,台中市,125.0,2856.0
111.09.17,甜橙-柳橙,台中市,26.8,1035.0
111.09.17,雜柑-黃金檸檬,台中市,20.7,500.0
111.09.17,黃秋葵,台中市,74.3,327.0
111.09.17,花椰菜-青梗,台中市,23.3,665.0
111.09.17,胡瓜-黑刺,台中市,25.9,1660.0
111.09.17,苦瓜-青大米,台中市,19.5,142.0
111.09.17,苦瓜-翠綠,台中市,37.8,107.0
111.09.17,甜椒-其他,台中市,91.7,248.0
111.09.17,甜椒-彩色種,台中市,34.0,2676.0
111.09.17,釋迦,豐原區,61.3,127.3
111.09.17,藍莓-進口藍莓,豐原區,300.0,60.0
111.09.17,小番茄-玉女,豐原區,124.2,12.1
111.09.17,其他,豐原區,58.0,10.3
111.09.17,鳳梨-金鑽鳳梨,豐原區,14.6,5607.4
111.09.17,椪柑-進口,豐原區,125.0,216.0
111.09.17,黃秋葵,豐原區,100.0,12.0
111.09.17,花椰菜-青梗,豐原區,26.1,560.0
111.09.17,胡瓜-黑刺,豐原區,33.4,760.0
111.09.17,甜椒-彩色種,豐原區,45.8,180.0
111.09.17,花椰菜-青梗,溪湖鎮,52.4,12874.0
111.09.17,火鶴花-綠紅心,彰化市場,17.0,90.0
111.09.17,大菊-白天星,彰化市場,63.0,2074.0
111.09.17,染大菊-白天星,溪湖鎮,96.0,1133.0
111.09.17,小菊-混合色,彰化市場,58.0,24.0
111.09.17,小菊-金,彰化市場,70.0,113.0
111.09.17,非洲-上海紅,溪湖鎮,73.0,120.0
111.09.17,劍蘭-２３５號,彰化市場,91.0,12.0
111.09.17,小天堂鳥-桔帶紅,彰化市場,33.0,181.0
111.09.17,秀線-秀線,彰化市場,51.0,210.0
111.09.17,,溪湖鎮,174.0,12.0
111.09.17,,溪湖鎮,161.0,24.0
111.09.17,玫瑰-萬年紅,彰化市場,103.0,89.0
111.09.17,花胡瓜,南投市,76.46,280.0
111.09.17,扁蒲-圓形,南投市,23.55,325.0
111.09.17,蕃茄-牛蕃茄,南投市,29.69,186.0
111.09.17,甜椒-彩色種,南投市,31.35,293.0
111.09.17,小番茄-聖女,嘉義市,73.0,800.0
111.09.17,火龍果-白肉,嘉義市,17.0,2700.0
111.09.17,櫻桃-進口,嘉義市,380.0,700.0
111.09.17,榴槤-進口,嘉義市,105.0,800.0
111.09.17,其他,嘉義市,23.0,3500.0
111.09.17,大菊-白天星,台南市場,58.0,1120.0
111.09.17,小菊-金,台南市場,61.0,881.0
111.09.17,小菊-黃丁字菊,台南市場,44.0,599.0
111.09.17,小菊-吉祥黃,台南市場,66.0,527.0
111.09.17,非洲-上海紅,台南市場,76.0,20.0
