Date,Open,High,Low,Close,RSI14
2016/3/25,25.08101273,25.4855442,25.04055977,25.32373238,59.721
2016/3/28,25.24282646,25.40463829,25.00010681,25.36418533,60.0697
2016/3/29,25.08101273,25.32373238,24.55512047,24.83829308,53.5756
2016/3/30,24.95965385,25.44509125,24.95965385,25.28327942,57.7389
2016/3/31,25.32373238,25.4855442,25.08101273,25.4855442,59.5161
2016/4/1,24.95965385,25.12146568,24.59557343,24.9192009,52.8185
2016/4/6,24.59557343,24.67647934,24.27194786,24.27194786,46.3928
2016/4/7,24.27194786,24.51466751,23.70560265,24.15058708,45.2805
2016/4/8,24.06968117,24.4337616,23.82696152,24.4337616,48.3899
2016/4/11,23.78650856,24.4337616,23.78650856,24.4337616,48.3899
2016/4/12,24.4337616,24.75738716,24.19104195,24.67647934,51.1493
2016/4/13,24.75738716,25.56645203,24.7169323,25.56645203,59.6651
2016/4/14,25.64735794,26.90140915,25.64735794,26.69914246,67.4438
2016/4/15,26.78004837,27.38684845,26.29460907,27.1441288,69.8998
2016/4/18,27.46775436,28.31727219,26.90140915,27.46775436,71.579
2016/4/19,27.50820732,27.58911324,27.02276802,27.10367584,67.0473
2016/4/20,27.62956619,27.67001915,26.37551689,26.57778358,61.0364
2016/4/21,26.86095428,27.10367584,26.57778358,27.10367584,64.4671
2016/4/22,27.10367584,27.1441288,26.69914246,26.78004837,60.9128
2016/4/25,26.69914246,27.10367584,26.69914246,26.86095428,61.4845
2016/4/26,26.90140915,27.10367584,26.49687576,26.6586895,59.155
2016/4/27,26.49687576,26.94186211,26.45642281,26.69914246,59.4856
2016/4/28,27.06322289,27.18458176,26.53733063,26.90140915,61.1777
2016/4/29,26.53733063,26.78004837,26.25415611,26.61823654,57.5537
2016/5/3,26.69914246,26.69914246,26.21370316,26.41596985,55.0453
2016/5/4,25.89007759,26.1732502,24.63602638,25.08101273,42.0268
2016/5/5,24.59557343,25.16191864,24.59557343,24.9192009,40.7682
2016/5/6,24.67647934,25.08101273,24.39330673,24.83829308,40.1212
2016/5/9,24.51466751,24.83829308,24.27194786,24.27194786,35.8342
2016/5/10,24.11013412,24.59557343,24.02922821,24.4337616,37.8767
2016/5/11,24.59557343,24.7169323,23.9483223,23.98877525,34.6137
2016/5/12,23.86741447,24.11013412,23.82696152,24.02922821,35.1606
2016/5/13,23.78650856,23.90786743,23.30106926,23.462883,31.2235
2016/5/16,23.13925743,23.2606163,22.89653778,23.13925743,29.2106
2016/5/17,23.17971039,23.58424187,22.9774437,23.462883,33.8061
2016/5/18,23.05834961,23.30106926,22.85608482,23.05834961,31.0892
2016/5/19,22.9774437,23.01789665,22.28973961,22.41109848,27.3077
2016/5/20,22.49200439,23.01789665,22.41109848,22.89653778,33.8104
2016/5/23,22.89653778,23.62469673,22.33019257,23.30106926,38.7292
2016/5/24,23.462883,23.58424187,23.30106926,23.38197517,39.6944
2016/5/25,23.86741447,23.86741447,23.38197517,23.66514969,43.0747
2016/5/26,23.66514969,23.78650856,23.34152222,23.70560265,43.5613
2016/5/27,23.78650856,23.82696152,23.62469673,23.82696152,45.0784
2016/5/30,23.70560265,24.15058708,23.62469673,23.98877525,47.1193
2016/5/31,24.02922821,24.31240082,23.62469673,24.31240082,51.0383
2016/6/1,24.27194786,24.4337616,23.98877525,24.19104195,49.5552
2016/6/2,24.19104195,24.35285378,24.11013412,24.27194786,50.586
2016/6/3,24.35285378,24.83829308,24.31240082,24.83829308,57.1825
2016/6/6,25.04055977,25.04055977,24.19104195,24.2314949,49.5502
2016/6/7,24.59557343,25.44509125,24.59557343,25.32373238,59.9201
2016/6/8,25.32373238,25.60690498,25.2023716,25.56645203,61.7992
2016/6/13,25.56645203,25.84962463,25.24282646,25.4855442,60.7764
2016/6/14,25.44509125,25.6878109,25.2023716,25.32373238,58.6843
2016/6/15,25.32373238,26.33506393,25.32373238,26.05189133,64.5912
2016/6/16,25.89007759,25.89007759,24.75738716,24.79784012,51.0535
2016/6/17,25.04055977,25.80917168,25.04055977,25.80917168,58.591
2016/6/20,26.05189133,26.21370316,25.80917168,26.05189133,60.1761
2016/6/21,26.05189133,26.29460907,26.01143646,26.29460907,61.7527
2016/6/22,26.29460907,26.49687576,25.97098351,26.49687576,63.065
2016/6/23,26.45642281,26.45642281,25.80917168,25.84962463,56.3966
2016/6/24,26.13279724,26.21370316,25.24282646,25.4855442,53.0017
2016/6/27,25.12146568,25.60690498,25.12146568,25.4855442,53.0017
2016/6/28,25.08101273,25.80917168,24.95965385,25.76871872,55.4223
2016/6/29,25.72826576,25.84962463,25.44509125,25.4855442,52.5098
2016/6/30,25.52599716,25.93053055,25.36418533,25.93053055,56.3883
2016/7/1,26.29460907,26.45642281,26.05189133,26.41596985,60.2063
2016/7/4,26.45642281,27.22503471,26.41596985,27.22503471,65.6102
2016/7/5,27.26548767,27.79137993,27.1441288,27.46775436,67.0556
2016/7/6,27.46775436,27.46775436,26.53733063,26.78004837,59.4337
2016/7/7,26.78004837,27.62956619,26.78004837,27.58911324,64.5402
2016/7/8,27.58911324,27.58911324,27.58911324,27.58911324,64.5402
2016/7/11,28.07455254,28.3981781,27.75092697,28.3981781,69.0576
2016/7/12,28.3981781,28.3981781,27.91274071,28.15545845,66.3277
2016/7/13,28.27681923,28.3981781,28.07455254,28.31727219,67.257
2016/7/14,28.31727219,28.3981781,28.15545845,28.35772514,67.4985
2016/7/15,28.31727219,28.72180557,28.19591331,28.51953888,68.4993
2016/7/18,28.55999184,28.72180557,28.35772514,28.72180557,69.7531
2016/7/19,28.76225853,28.92407036,28.64089775,28.80271149,70.263
2016/7/20,28.80271149,29.12633705,28.51953888,28.55999184,66.6341
2016/7/21,28.68135262,28.84316444,28.60044479,28.72180557,67.8271
2016/7/22,28.68135262,29.08588409,28.03409958,28.19591331,60.2832
2016/7/25,27.42730141,27.62956619,27.06322289,27.58911324,64.2551
2016/7/26,27.58911324,27.58911324,27.18458176,27.30594063,60.334
2016/7/27,27.50820732,27.54866028,27.30594063,27.54866028,62.4492
2016/7/28,27.46775436,27.58911324,27.22503471,27.58911324,62.8052
2016/7/29,27.58911324,27.58911324,27.34639359,27.42730141,60.3409
2016/8/1,27.50820732,27.50820732,27.18458176,27.42730141,60.3409
2016/8/2,27.42730141,27.83183289,27.38684845,27.83183289,64.3919
2016/8/3,27.26548767,28.27681923,26.94186211,28.23636627,67.9207
2016/8/4,28.23636627,28.23636627,27.58911324,27.91274071,62.5779
2016/8/5,27.91274071,28.43863106,27.79137993,28.23636627,65.5004
2016/8/8,28.31727219,28.3981781,28.03409958,28.31727219,66.2109
2016/8/9,28.19591331,28.35772514,28.15545845,28.31727219,66.2109
2016/8/10,28.31727219,28.3981781,27.99364662,28.35772514,66.6096
2016/8/11,28.03409958,28.31727219,27.99364662,28.31727219,65.7737
2016/8/12,28.31727219,28.31727219,28.07455254,28.31727219,65.7737
2016/8/15,28.27681923,28.31727219,28.11500549,28.31727219,65.7737
2016/8/16,28.31727219,28.31727219,27.99364662,28.19591331,62.8199
2016/8/17,28.15545845,28.15545845,27.62956619,27.67001915,51.9356
2016/8/18,27.67001915,28.3981781,27.62956619,28.3981781,61.8038
2016/8/19,29.12633705,30.74446678,29.12633705,29.73313522,72.8211
2016/8/22,29.73313522,30.58265495,29.61177635,30.29948044,75.9857
2016/8/23,30.42084122,30.42084122,29.97585487,30.38038826,76.4083
2016/8/24,30.38038826,30.70401382,30.09721565,30.29948044,74.9871
2016/8/25,30.42084122,30.66356087,30.38038826,30.50174713,76.1799
2016/8/26,30.58265495,30.58265495,30.29948044,30.29948044,72.4588
2016/8/29,30.42084122,30.70401382,29.61177635,29.73313522,63.1564
2016/8/30,29.97585487,29.97585487,29.20724487,29.24769783,56.4649
2016/8/31,29.32860374,29.53087044,29.20724487,29.32860374,57.2773
2016/9/1,29.20724487,29.32860374,28.35772514,28.51953888,47.6924
2016/9/2,28.64089775,28.92407036,28.47908592,28.80271149,50.796
2016/9/5,29.20724487,29.53087044,29.20724487,29.44996262,57.0664
2016/9/6,29.49041748,30.3399353,29.3690567,30.21857452,63.0829
2016/9/7,30.3399353,30.50174713,30.0567627,30.25902748,63.3738
2016/9/8,30.3399353,30.38038826,29.49041748,29.57132339,55.3837
2016/9/9,29.16679192,29.28815079,28.80271149,28.92407036,49.108
2016/9/12,28.35772514,28.3981781,27.99364662,28.15545845,42.8925
2016/9/13,28.07455254,28.31727219,27.58911324,27.83183289,40.5645
2016/9/14,27.67001915,28.35772514,27.46775436,27.71047401,39.6945
2016/9/19,27.50820732,27.99364662,27.42730141,27.87228775,41.4963
2016/9/20,27.91274071,27.95319366,27.62956619,27.91274071,41.9632
2016/9/21,27.91274071,29.3690567,27.79137993,29.24769783,54.7857
2016/9/22,29.61177635,29.61177635,28.72180557,28.84316444,51.1013
2016/9/23,29.00497818,29.28815079,28.55999184,29.08588409,53.1377
2016/9/26,28.96452332,29.49041748,28.8836174,29.16679192,53.828
2016/9/27,29.16679192,29.16679192,29.16679192,29.16679192,53.828
2016/9/28,29.16679192,29.16679192,29.16679192,29.16679192,53.828
2016/9/29,29.65222931,29.69268227,29.20724487,29.65222931,58.4178
2016/9/30,29.32860374,29.3690567,28.80271149,28.96452332,50.7248
2016/10/3,28.96452332,29.28815079,28.92407036,28.92407036,50.3052
2016/10/4,29.28815079,29.28815079,28.84316444,29.08588409,52.0153
2016/10/5,28.80271149,29.44996262,28.80271149,29.44996262,55.7085
2016/10/6,29.44996262,29.65222931,29.16679192,29.61177635,57.2821
2016/10/7,29.61177635,29.69268227,29.40950966,29.65222931,57.6869
2016/10/11,29.81404305,29.81404305,28.96452332,29.16679192,51.3939
2016/10/12,29.04543114,29.77358818,29.00497818,29.16679192,51.3939
2016/10/13,29.16679192,29.16679192,28.31727219,28.31727219,42.0777
2016/10/14,28.3981781,29.04543114,28.3981781,29.00497818,49.9821
2016/10/17,29.16679192,29.20724487,28.43863106,29.16679192,51.6539
2016/10/18,29.00497818,29.49041748,28.92407036,29.44996262,54.5188
2016/10/19,29.44996262,30.21857452,29.44996262,30.21857452,61.2337
2016/10/20,30.21857452,30.3399353,29.61177635,29.854496,56.9449
2016/10/21,29.93540192,30.01630974,29.69268227,29.69268227,55.0978
2016/10/24,29.73313522,30.0567627,29.73313522,29.93540192,57.3334
2016/10/25,30.3399353,30.58265495,30.09721565,30.29948044,60.5095
2016/10/26,29.89494896,30.58265495,29.89494896,30.38038826,61.2007
2016/10/27,30.21857452,30.38038826,29.97585487,30.38038826,61.2007
2016/10/28,30.29948044,30.58265495,30.09721565,30.58265495,63.0746
2016/10/31,30.29948044,30.70401382,29.854496,30.62310791,63.4547
2016/11/1,30.13766861,30.50174713,30.09721565,30.21857452,57.1215
2016/11/2,29.93540192,29.97585487,29.28815079,29.32860374,46.1974
2016/11/3,29.04543114,29.24769783,29.00497818,29.04543114,43.3562
2016/11/4,29.00497818,29.16679192,28.76225853,29.16679192,44.9197
2016/11/7,29.16679192,30.01630974,29.16679192,30.01630974,54.4065
2016/11/8,30.17812157,30.46129417,29.97585487,30.3399353,57.4155
2016/11/9,30.58265495,30.70401382,29.16679192,29.3690567,47.3248
2016/11/10,29.854496,30.90628052,29.854496,30.86582756,59.223
2016/11/11,30.3399353,30.62310791,30.01630974,30.3399353,54.5599
2016/11/14,30.25902748,30.54220009,29.81404305,29.97585487,51.5346
2016/11/15,30.01630974,30.25902748,29.69268227,29.69268227,49.2474
2016/11/16,30.09721565,30.13766861,29.57132339,29.57132339,48.2588
2016/11/17,29.57132339,29.57132339,29.08588409,29.28815079,45.9415
2016/11/18,29.20724487,29.24769783,28.80271149,29.00497818,43.6825
2016/11/21,29.12633705,29.77358818,28.96452332,29.77358818,50.7597
2016/11/22,29.69268227,30.09721565,29.61177635,30.01630974,52.7778
2016/11/23,30.0567627,30.0567627,29.73313522,30.0567627,53.1227
2016/11/24,29.93540192,29.97585487,29.57132339,29.73313522,49.9783
2016/11/25,29.53087044,29.73313522,29.53087044,29.73313522,49.9783
2016/11/28,29.73313522,30.01630974,29.57132339,29.93540192,52.0361
2016/11/29,29.93540192,29.93540192,29.53087044,29.61177635,48.5917
2016/11/30,29.854496,29.97585487,29.57132339,29.81404305,50.7844
2016/12/1,30.17812157,30.21857452,29.854496,30.01630974,52.9458
2016/12/2,29.69268227,30.13766861,29.69268227,30.01630974,52.9458
2016/12/5,30.01630974,30.01630974,29.57132339,29.69268227,48.9562
2016/12/6,30.13766861,30.17812157,29.69268227,29.89494896,51.4201
2016/12/7,30.01630974,30.09721565,29.73313522,29.97585487,52.4096
2016/12/8,30.01630974,30.74446678,29.97585487,30.74446678,60.6169
2016/12/9,30.74446678,30.74446678,30.38038826,30.70401382,60.0301
2016/12/12,30.74446678,30.98718643,30.42084122,30.66356087,59.4108
2016/12/13,30.66356087,30.66356087,30.29948044,30.62310791,58.7579
2016/12/14,30.62310791,30.62310791,30.42084122,30.50174713,56.7434
2016/12/15,30.3399353,30.50174713,29.854496,29.97585487,48.9168
2016/12/16,29.97585487,30.09721565,29.57132339,29.65222931,44.8198
2016/12/19,29.61177635,29.61177635,29.04543114,29.12633705,39.0904
2016/12/20,29.28815079,29.3690567,29.16679192,29.32860374,42.1533
2016/12/21,29.44996262,29.44996262,29.00497818,29.04543114,39.1827
2016/12/22,29.04543114,29.04543114,28.31727219,28.31727219,32.7846
2016/12/23,28.23636627,28.27681923,27.79137993,27.79137993,29.0901
2016/12/26,27.83183289,28.19591331,27.50820732,27.71047401,28.5569
2016/12/27,27.75092697,27.75092697,27.54866028,27.58911324,27.7357
2016/12/28,27.67001915,27.91274071,27.62956619,27.91274071,33.2482
2016/12/29,27.91274071,27.91274071,27.67001915,27.67001915,31.3186
2016/12/30,27.91274071,28.43863106,27.75092697,28.43863106,42.6661
2017/1/3,28.68135262,28.68135262,28.15545845,28.43863106,42.6661
2017/1/4,28.47908592,28.55999184,28.31727219,28.51953888,43.7996
2017/1/5,28.31727219,28.51953888,28.23636627,28.51953888,43.7996
2017/1/6,28.55999184,28.55999184,28.23636627,28.51953888,43.7996
2017/1/9,28.51953888,28.60044479,28.23636627,28.23636627,40.3153
2017/1/10,28.15545845,28.43863106,28.03409958,28.27681923,41.0368
2017/1/11,28.43863106,29.00497818,28.35772514,28.96452332,51.7232
2017/1/12,29.00497818,29.3690567,28.8836174,29.3690567,56.6952
2017/1/13,29.3690567,29.44996262,28.8836174,29.12633705,53.1577
2017/1/16,28.96452332,29.16679192,28.80271149,28.96452332,50.8786
2017/1/17,29.04543114,29.12633705,28.76225853,28.76225853,48.1023
2017/1/18,28.68135262,28.76225853,28.55999184,28.68135262,46.9976
2017/1/19,28.47908592,28.47908592,27.99364662,28.03409958,39.2346
2017/1/20,28.15545845,28.3981781,28.11500549,28.27681923,43.0346
2017/1/23,27.91274071,28.96452332,27.91274071,28.92407036,51.7073
2017/1/24,28.92407036,29.12633705,28.55999184,28.64089775,48.2465
2017/2/2,29.32860374,29.3690567,28.55999184,28.55999184,47.273
2017/2/3,28.51953888,29.12633705,28.47908592,29.12633705,54.2346
2017/2/6,29.16679192,29.16679192,28.76225853,28.80271149,50.1592
2017/2/7,28.64089775,28.72180557,28.47908592,28.51953888,46.8423
2017/2/8,28.51953888,28.68135262,28.27681923,28.47908592,46.3706
2017/2/9,28.31727219,29.3690567,28.31727219,29.3690567,56.7017
2017/2/10,30.90628052,31.39171982,30.58265495,30.90628052,68.1239
2017/2/13,30.90628052,30.90628052,30.42084122,30.74446678,66.1458
2017/2/14,30.21857452,30.90628052,30.21857452,30.58265495,64.1402
2017/2/15,30.58265495,30.94673347,30.50174713,30.78491974,65.5465
2017/2/16,30.8253746,30.86582756,30.38038826,30.46129417,61.3976
2017/2/17,30.46129417,30.46129417,30.01630974,30.3399353,59.8673
2017/2/20,30.17812157,30.21857452,29.53087044,29.61177635,51.5628
2017/2/21,29.69268227,30.25902748,29.69268227,29.97585487,54.9292
2017/2/22,30.29948044,31.06809235,30.13766861,30.90628052,62.166
2017/2/23,30.98718643,30.98718643,30.46129417,30.74446678,60.3511
2017/2/24,30.74446678,30.8253746,30.46129417,30.46129417,57.2038
2017/3/1,30.46129417,30.94673347,30.42084122,30.50174713,57.5444
2017/3/2,30.74446678,31.47262573,30.74446678,30.86582756,60.585
2017/3/3,30.86582756,31.18945313,30.74446678,30.74446678,59.0665
2017/3/6,30.66356087,30.8253746,30.54220009,30.58265495,57.0145
2017/3/7,30.58265495,30.94673347,30.58265495,30.90628052,60.007
2017/3/8,30.90628052,31.1085453,30.86582756,30.86582756,59.4498
2017/3/9,30.74446678,30.74446678,30.3399353,30.3399353,52.6113
2017/3/10,30.17812157,30.17812157,29.81404305,29.93540192,48.0341
2017/3/13,30.09721565,30.70401382,30.09721565,30.42084122,53.2862
2017/3/14,30.42084122,30.66356087,30.29948044,30.58265495,54.9217
2017/3/15,30.50174713,31.06809235,30.38038826,30.90628052,58.0826
2017/3/16,30.90628052,31.14900017,30.66356087,30.74446678,55.9693
2017/3/17,30.86582756,31.06809235,30.70401382,30.90628052,57.6295
2017/3/20,30.74446678,30.90628052,30.66356087,30.86582756,57.0504
2017/3/21,30.74446678,31.06809235,30.62310791,31.06809235,59.2551
2017/3/22,30.70401382,30.74446678,30.54220009,30.66356087,53.3558
2017/3/23,30.86582756,30.94673347,30.50174713,30.74446678,54.335
2017/3/24,30.74446678,30.8253746,30.58265495,30.74446678,54.335
2017/3/27,30.62310791,30.62310791,30.38038826,30.54220009,51.2176
2017/3/28,30.58265495,30.58265495,29.854496,30.0567627,44.6033
2017/3/29,30.25902748,30.50174713,30.13766861,30.50174713,50.867
2017/3/30,30.46129417,30.46129417,29.81404305,29.81404305,42.8106
2017/3/31,30.01630974,30.09721565,29.3690567,29.3690567,38.5554
2017/4/5,29.44996262,30.09721565,29.44996262,29.97585487,46.3818
2017/4/6,30.09721565,30.29948044,30.01630974,30.17812157,48.7263
2017/4/7,29.89494896,30.13766861,29.53087044,30.0567627,47.3875
2017/4/10,30.0567627,30.0567627,29.81404305,29.93540192,46.0255
2017/4/11,29.93540192,30.17812157,29.854496,29.854496,45.095
2017/4/12,30.13766861,30.3399353,29.69268227,29.81404305,44.6094
2017/4/13,29.854496,29.97585487,29.73313522,29.73313522,43.5982
2017/4/14,29.61177635,29.73313522,29.44996262,29.53087044,41.0905
2017/4/17,29.65222931,29.69268227,29.40950966,29.53087044,41.0905
2017/4/18,29.61177635,29.65222931,29.32860374,29.49041748,40.5495
2017/4/19,29.49041748,29.49041748,29.49041748,29.49041748,40.5495
2017/4/20,29.49041748,29.49041748,29.49041748,29.49041748,40.5495
2017/4/21,29.49041748,30.01630974,28.60044479,28.80271149,31.6904
2017/4/24,28.96452332,30.17812157,28.92407036,29.32860374,42.1066
2017/4/25,29.28815079,29.28815079,28.68135262,28.76225853,35.7792
2017/4/26,28.84316444,29.00497818,28.72180557,28.84316444,37.2304
2017/4/27,28.76225853,28.84316444,28.3981781,28.55999184,34.3083
2017/4/28,28.55999184,28.55999184,28.35772514,28.3981781,32.7275
2017/5/2,28.64089775,28.64089775,28.43863106,28.47908592,34.3562
2017/5/3,28.3981781,28.55999184,28.31727219,28.47908592,34.3562
2017/5/4,28.47908592,28.51953888,28.31727219,28.51953888,35.2649
2017/5/5,28.35772514,28.3981781,28.07455254,28.07455254,30.2964
2017/5/8,28.11500549,28.15545845,27.91274071,27.95319366,29.0926
2017/5/9,27.91274071,28.15545845,27.87228775,28.03409958,31.0593
2017/5/10,28.03409958,28.11500549,27.91274071,28.11500549,33.0589
2017/5/11,28.15545845,28.31727219,27.62956619,27.95319366,31.1151
2017/5/12,27.99364662,28.07455254,27.50820732,27.54866028,26.8627
2017/5/15,27.54866028,28.03409958,27.54866028,27.99364662,37.0536
2017/5/16,28.15545845,28.3981781,28.07455254,28.3981781,44.6096
2017/5/17,28.23636627,28.27681923,28.03409958,28.15545845,41.3986
2017/5/18,27.95319366,28.15545845,27.79137993,28.11500549,40.8706
2017/5/19,27.99364662,28.03409958,27.91274071,27.91274071,38.244
2017/5/22,28.19591331,28.19591331,27.83183289,27.99364662,39.9075
2017/5/23,27.83183289,27.87228775,27.71047401,27.75092697,36.7124
2017/5/24,27.75092697,27.91274071,27.62956619,27.91274071,40.1526
2017/5/25,27.79137993,28.27681923,27.79137993,28.15545845,44.9834
2017/5/26,28.07455254,28.19591331,27.95319366,28.03409958,43.1097
2017/5/31,28.03409958,28.15545845,27.83183289,27.83183289,40.1108
2017/6/1,27.83183289,27.99364662,27.79137993,27.79137993,39.5187
2017/6/2,27.83183289,28.07455254,27.83183289,27.99364662,43.9721
2017/6/5,28.15545845,28.19591331,27.91274071,27.95319366,43.2857
2017/6/6,27.83183289,27.95319366,27.83183289,27.83183289,41.2072
2017/6/7,27.83183289,27.87228775,27.58911324,27.79137993,40.509
2017/6/8,27.79137993,27.91274071,27.58911324,27.79137993,40.509
2017/6/9,27.79137993,27.99364662,27.75092697,27.99364662,45.8315
2017/6/12,27.99364662,27.99364662,27.58911324,27.58911324,38.4267
2017/6/13,27.83183289,27.87228775,27.67001915,27.67001915,40.4973
2017/6/14,27.67001915,27.75092697,27.50820732,27.71047401,41.5557
2017/6/15,27.71047401,27.71047401,27.10367584,27.50820732,37.9237
2017/6/16,27.42730141,27.42730141,27.10367584,27.38684845,35.8966
2017/6/19,27.22503471,27.42730141,27.18458176,27.42730141,37.1034
2017/6/20,27.42730141,27.95319366,27.38684845,27.87228775,48.5733
2017/6/21,27.91274071,28.15545845,27.67001915,28.15545845,54.2863
2017/6/22,28.07455254,28.27681923,28.07455254,28.23636627,55.7973
2017/6/23,28.19591331,28.27681923,28.07455254,28.23636627,55.7973
2017/6/26,28.23636627,28.31727219,28.15545845,28.31727219,57.4291
2017/6/27,28.31727219,28.47908592,28.11500549,28.11500549,52.2371
2017/6/28,28.19591331,28.3981781,28.03409958,28.3981781,57.9664
2017/6/29,28.43863106,28.43863106,28.23636627,28.3981781,57.9664
2017/6/30,28.3981781,28.51953888,28.27681923,28.47908592,59.5735
2017/7/3,28.51953888,28.72180557,28.47908592,28.68135262,63.346
2017/7/4,28.60044479,28.8836174,28.55999184,28.68135262,63.346
2017/7/5,28.68135262,28.80271149,28.55999184,28.80271149,65.5811
2017/7/6,28.80271149,28.84316444,28.55999184,28.68135262,61.5398
2017/7/7,28.60044479,28.64089775,28.35772514,28.47908592,55.4113
2017/7/10,28.31727219,28.51953888,28.11500549,28.31727219,51.0327
2017/7/11,28.19591331,28.68135262,28.19591331,28.43863106,53.9704
2017/7/12,28.51953888,28.55999184,28.23636627,28.27681923,49.6899
2017/7/13,28.51953888,28.76225853,28.35772514,28.3981781,52.7186
2017/7/14,28.31727219,28.80271149,28.27681923,28.72180557,59.6883
2017/7/17,28.64089775,29.00497818,28.60044479,28.96452332,63.9771
2017/7/18,28.84316444,29.16679192,28.51953888,29.04543114,65.3024
2017/7/19,28.96452332,29.28815079,28.8836174,29.24769783,68.4292
2017/7/20,29.12633705,29.32860374,29.08588409,29.28815079,69.0303
2017/7/21,29.28815079,29.32860374,29.16679192,29.20724487,66.3109
2017/7/24,29.20724487,29.20724487,28.96452332,29.12633705,63.6122
2017/7/25,28.03409958,28.15545845,27.91274071,27.95319366,63.6122
2017/7/26,27.91274071,28.03409958,27.79137993,27.91274071,62.0855
2017/7/27,27.91274071,28.55999184,27.91274071,28.47908592,72.1595
2017/7/28,28.31727219,28.55999184,28.23636627,28.47908592,72.1595
2017/7/31,28.35772514,28.51953888,28.27681923,28.31727219,66.3204
2017/8/1,28.23636627,28.51953888,28.23636627,28.31727219,66.3204
2017/8/2,28.35772514,28.47908592,28.27681923,28.3981781,67.8299
2017/8/3,28.23636627,28.35772514,28.15545845,28.23636627,61.8583
2017/8/4,28.19591331,28.3981781,28.15545845,28.15545845,59.0587
2017/8/7,28.15545845,28.43863106,28.15545845,28.31727219,62.6953
2017/8/8,28.15545845,28.3981781,28.15545845,28.3981781,64.398
2017/8/9,28.31727219,28.31727219,27.95319366,28.11500549,54.945
2017/8/10,28.07455254,28.11500549,27.75092697,27.83183289,47.4447
